ID,Location,Date,Time
green,nest,2016-03-03,0:55:40
green,nest,2016-03-03,0:58:39
green,nest,2016-03-03,0:59:29
green,nest,2016-03-03,1:01:59
green,nest,2016-03-03,1:02:21
green,nest,2016-03-03,1:03:06
green,nest,2016-03-03,1:03:07
green,nest,2016-03-03,1:03:17
green,nest,2016-03-03,1:03:20
green,nest,2016-03-03,1:03:23
green,nest,2016-03-03,1:03:27
green,nest,2016-03-03,1:04:39
green,nest,2016-03-03,1:13:35
green,nest,2016-03-03,1:23:38
green,nest,2016-03-03,1:23:41
green,nest,2016-03-03,1:23:44
green,nest,2016-03-03,1:23:45
green,nest,2016-03-03,1:23:50
green,nest,2016-03-03,1:23:53
green,nest,2016-03-03,1:23:53
green,nest,2016-03-03,1:23:55
green,nest,2016-03-03,1:23:57
green,nest,2016-03-03,1:23:59
green,nest,2016-03-03,1:24:00
green,nest,2016-03-03,1:24:02
green,nest,2016-03-03,1:45:00
green,nest,2016-03-03,1:49:49
green,nest,2016-03-03,2:01:08
green,nest,2016-03-03,2:01:14
green,nest,2016-03-03,2:07:12
green,nest,2016-03-03,2:16:12
green,nest,2016-03-03,2:28:08
green,nest,2016-03-03,2:44:27
green,nest,2016-03-03,2:45:38
green,nest,2016-03-03,2:45:44
green,nest,2016-03-03,2:45:44
green,nest,2016-03-03,2:46:32
green,nest,2016-03-03,2:46:39
green,nest,2016-03-03,2:46:45
green,nest,2016-03-03,2:46:48
green,nest,2016-03-03,2:46:51
green,nest,2016-03-03,2:46:53
green,nest,2016-03-03,2:46:54
green,nest,2016-03-03,2:47:19
green,nest,2016-03-03,2:47:26
green,nest,2016-03-03,2:47:29
green,nest,2016-03-03,2:47:31
green,nest,2016-03-03,2:48:14
green,nest,2016-03-03,2:48:19
green,nest,2016-03-03,2:55:16
green,nest,2016-03-03,3:43:14
green,nest,2016-03-03,3:52:16
green,nest,2016-03-03,5:20:01
green,nest,2016-03-03,7:14:08
green,nest,2016-03-03,7:14:09
