ID,Location,Date,Time
black,NEST,2016-03-12,0:04:43
black,nest,2016-02-25,1:09:22
black,nest,2016-02-25,3:59:26
black,NEST,2016-03-12,0:05:56
black,nest,2016-02-25,3:59:26
black,nest,2016-02-25,4:44:34
black,NEST,2016-03-12,0:08:49
black,NEST,2016-03-12,0:27:11
black,nest,2016-02-25,5:12:01
black,NEST,2016-03-12,0:27:16
black,nest,2016-02-25,11:33:56
black,NEST,2016-03-12,0:34:32
black,NEST,2016-03-12,0:45:58
black,NEST,2016-03-12,0:02:18
black,NEST,2016-03-12,0:45:59
black,NEST,2016-03-12,0:04:43
black,NEST,2016-03-12,0:05:56
black,NEST,2016-03-12,1:39:44
black,NEST,2016-03-12,0:08:49
black,NEST,2016-03-12,1:44:49
black,NEST,2016-03-12,0:27:11
black,NEST,2016-03-12,0:27:16
black,NEST,2016-03-12,1:44:52
black,NEST,2016-03-12,0:34:32
black,NEST,2016-03-12,1:44:54
black,NEST,2016-03-12,0:45:58
black,NEST,2016-03-12,1:44:56
black,NEST,2016-03-12,0:45:59
black,NEST,2016-03-12,1:44:58
black,NEST,2016-03-12,1:39:44
black,NEST,2016-03-12,1:45:01
black,NEST,2016-03-12,1:44:49
black,NEST,2016-03-12,1:45:05
black,NEST,2016-03-12,1:44:54
black,NEST,2016-03-12,1:45:12
black,NEST,2016-03-12,1:44:56
black,NEST,2016-03-12,1:45:16
black,NEST,2016-03-12,1:44:58
black,NEST,2016-03-12,1:45:17
black,NEST,2016-03-12,1:45:01
black,NEST,2016-03-12,1:45:18
black,NEST,2016-03-12,1:45:05
black,NEST,2016-03-12,1:45:19
black,NEST,2016-03-12,1:45:12
black,NEST,2016-03-12,1:45:23
black,NEST,2016-03-12,1:45:16
black,NEST,2016-03-12,1:45:17
black,NEST,2016-03-12,1:45:18
black,NEST,2016-03-12,1:45:39
black,NEST,2016-03-12,1:45:19
black,NEST,2016-03-12,1:45:41
black,NEST,2016-03-12,1:45:23
black,NEST,2016-03-12,1:45:44
black,NEST,2016-03-12,1:45:24
black,NEST,2016-03-12,1:45:39
black,NEST,2016-03-12,1:56:47
black,NEST,2016-03-12,1:45:41
black,NEST,2016-03-12,2:15:08
black,NEST,2016-03-12,1:45:44
black,NEST,2016-03-12,2:15:09
black,NEST,2016-03-12,1:51:05
black,NEST,2016-03-12,2:15:16
black,NEST,2016-03-12,2:15:22
black,NEST,2016-03-12,1:56:47
black,NEST,2016-03-12,2:28:13
black,NEST,2016-03-12,2:15:08
black,NEST,2016-03-12,2:58:16
black,NEST,2016-03-12,2:15:09
black,NEST,2016-03-12,3:05:05
black,NEST,2016-03-12,2:15:16
black,NEST,2016-03-12,3:13:43
black,NEST,2016-03-12,2:15:22
black,NEST,2016-03-12,3:25:17
black,NEST,2016-03-12,2:28:13
black,NEST,2016-03-12,2:58:16
black,NEST,2016-03-12,3:36:48
black,NEST,2016-03-12,3:05:05
black,NEST,2016-03-12,3:13:43
black,NEST,2016-03-12,3:36:51
black,NEST,2016-03-12,3:25:17
black,NEST,2016-03-12,4:34:02
black,NEST,2016-03-12,3:36:48
black,NEST,2016-03-12,4:55:49
black,NEST,2016-03-12,3:36:51
black,NEST,2016-03-12,4:55:53
black,NEST,2016-03-12,4:34:02
black,NEST,2016-03-12,4:56:15
black,NEST,2016-03-12,4:55:49
black,NEST,2016-03-12,4:56:19
black,NEST,2016-03-12,4:55:53
black,NEST,2016-03-12,4:56:15
black,NEST,2016-03-12,4:56:20
black,NEST,2016-03-12,4:56:23
black,NEST,2016-03-12,4:56:20
black,NEST,2016-03-12,4:59:54
black,NEST,2016-03-12,4:59:54
black,NEST,2016-03-12,5:08:36
black,NEST,2016-03-12,5:08:36
black,NEST,2016-03-12,5:20:06
black,NEST,2016-03-12,5:20:06
black,NEST,2016-03-12,5:46:02
black,NEST,2016-03-12,6:04:32
black,NEST,2016-03-12,6:04:32
black,NEST,2016-03-12,6:31:59
black,NEST,2016-03-12,6:31:59
black,NEST,2016-03-12,6:49:17
black,NEST,2016-03-12,6:49:17
black,NEST,2016-03-12,7:23:52
black,NEST,2016-03-12,7:23:52
black,NEST,2016-03-12,7:58:08
black,NEST,2016-03-12,7:58:08
black,NEST,2016-03-12,8:01:38
black,NEST,2016-03-12,8:31:24
black,NEST,2016-03-12,8:05:15
black,NEST,2016-03-12,8:31:24
black,NEST,2016-03-12,8:34:10
black,NEST,2016-03-12,8:34:10
black,NEST,2016-03-12,8:37:38
black,NEST,2016-03-12,8:37:38
black,NEST,2016-03-12,8:37:42
black,NEST,2016-03-12,8:37:44
black,NEST,2016-03-12,8:37:44
black,NEST,2016-03-12,8:37:48
black,NEST,2016-03-12,8:37:48
black,NEST,2016-03-12,8:37:49
black,NEST,2016-03-12,8:37:49
black,NEST,2016-03-12,8:37:50
black,NEST,2016-03-12,8:37:50
black,NEST,2016-03-12,8:37:55
black,NEST,2016-03-12,8:37:55
black,NEST,2016-03-12,8:37:56
black,NEST,2016-03-12,8:37:56
black,NEST,2016-03-12,8:47:22
black,NEST,2016-03-12,8:47:22
black,NEST,2016-03-12,9:32:41
black,NEST,2016-03-12,9:32:41
black,NEST,2016-03-12,10:07:02
black,NEST,2016-03-12,10:07:02
black,NEST,2016-03-12,10:07:09
black,NEST,2016-03-12,10:07:11
black,NEST,2016-03-12,10:07:09
black,NEST,2016-03-12,10:07:20
black,NEST,2016-03-12,10:07:11
black,NEST,2016-03-12,10:23:46
black,NEST,2016-03-12,10:07:20
black,NEST,2016-03-12,10:31:32
black,NEST,2016-03-12,10:23:46
black,NEST,2016-03-12,10:33:43
black,NEST,2016-03-12,10:31:32
black,NEST,2016-03-12,10:35:46
black,NEST,2016-03-12,10:53:32
black,NEST,2016-03-12,10:33:43
black,NEST,2016-03-12,10:55:20
black,NEST,2016-03-12,11:32:18
black,NEST,2016-03-12,11:53:09
black,NEST,2016-03-12,10:35:46
black,NEST,2016-03-12,13:43:37
black,NEST,2016-03-12,10:53:32
black,NEST,2016-03-12,13:45:05
black,NEST,2016-03-12,14:00:31
black,NEST,2016-03-12,14:01:53
black,NEST,2016-03-12,15:49:08
black,NEST,2016-03-12,11:32:18
black,NEST,2016-03-12,15:49:50
black,NEST,2016-03-12,11:53:09
black,NEST,2016-03-12,15:52:03
black,NEST,2016-03-12,13:43:37
black,NEST,2016-03-12,15:54:54
black,NEST,2016-03-12,13:45:05
black,NEST,2016-03-12,16:00:40
black,NEST,2016-03-12,14:00:31
black,NEST,2016-03-12,16:06:22
black,NEST,2016-03-12,14:01:53
black,NEST,2016-03-12,16:18:06
black,NEST,2016-03-12,15:49:08
black,NEST,2016-03-12,16:26:49
black,NEST,2016-03-12,16:38:29
black,NEST,2016-03-12,17:16:40
black,NEST,2016-03-12,15:49:50
black,NEST,2016-03-12,17:57:56
black,NEST,2016-03-12,15:52:03
black,NEST,2016-03-12,18:27:31
black,NEST,2016-03-12,15:54:54
black,NEST,2016-03-12,18:29:51
black,NEST,2016-03-12,16:00:40
black,NEST,2016-03-12,19:13:00
black,NEST,2016-03-12,16:06:22
black,NEST,2016-03-12,19:24:21
black,NEST,2016-03-12,19:27:42
black,NEST,2016-03-12,20:39:02
black,NEST,2016-03-12,16:18:06
black,NEST,2016-03-12,22:24:50
black,NEST,2016-03-12,16:26:49
black,NEST,2016-03-12,22:31:24
black,NEST,2016-03-12,16:38:29
black,NEST,2016-03-12,17:16:40
black,NEST,2016-03-12,22:34:14
black,NEST,2016-03-12,17:57:56
black,NEST,2016-03-12,22:34:16
black,NEST,2016-03-12,18:27:31
black,NEST,2016-03-12,22:45:35
black,NEST,2016-03-12,18:29:51
black,NEST,2016-03-12,22:51:17
black,NEST,2016-03-12,19:13:00
black,NEST,2016-03-12,23:20:13
black,NEST,2016-03-12,19:24:21
black,NEST,2016-03-12,19:27:42
black,NEST,2016-03-12,23:33:19
black,NEST,2016-03-12,20:39:02
black,NEST,2016-03-12,22:24:50
black,NEST,2016-03-12,23:43:09
black,NEST,2016-03-12,22:31:24
black,nest,2016-03-05,0:05:14
black,NEST,2016-03-12,22:34:14
black,nest,2016-03-05,0:08:41
black,NEST,2016-03-12,22:34:16
black,nest,2016-03-05,1:06:08
black,NEST,2016-03-12,22:45:35
black,nest,2016-03-05,1:11:56
black,NEST,2016-03-12,22:51:17
black,nest,2016-03-05,1:12:47
black,NEST,2016-03-12,23:20:13
black,nest,2016-03-05,1:12:58
black,NEST,2016-03-12,23:33:19
black,nest,2016-03-05,1:37:44
black,nest,2016-03-05,1:52:07

black,nest,2016-03-05,0:05:14
black,nest,2016-03-05,2:35:11
black,nest,2016-03-05,2:45:18
black,nest,2016-03-05,2:45:20
black,nest,2016-03-05,2:45:20
black,nest,2016-03-05,1:11:56
black,nest,2016-03-05,2:45:25
black,nest,2016-03-05,1:12:47
black,nest,2016-03-05,2:45:30
black,nest,2016-03-05,1:12:58
black,nest,2016-03-05,1:37:44
black,nest,2016-03-05,2:45:33
black,nest,2016-03-05,1:52:07
black,nest,2016-03-05,2:45:34
black,nest,2016-03-05,2:35:11
black,nest,2016-03-05,2:45:35
black,nest,2016-03-05,2:45:18
black,nest,2016-03-05,2:45:38
black,nest,2016-03-05,2:45:20
black,nest,2016-03-05,2:45:20
black,nest,2016-03-05,2:45:39
black,nest,2016-03-05,2:45:40
black,nest,2016-03-05,2:45:25
black,nest,2016-03-05,2:45:41
black,nest,2016-03-05,2:45:30
black,nest,2016-03-05,2:45:43
black,nest,2016-03-05,2:45:43
black,nest,2016-03-05,2:45:32
black,nest,2016-03-05,2:45:33
black,nest,2016-03-05,2:45:46
black,nest,2016-03-05,2:45:34
black,nest,2016-03-05,2:45:47
black,nest,2016-03-05,2:45:35
black,nest,2016-03-05,2:45:50
black,nest,2016-03-05,2:45:38
black,nest,2016-03-05,2:45:52
black,nest,2016-03-05,2:45:57
black,nest,2016-03-05,2:46:02
black,nest,2016-03-05,2:45:39
black,nest,2016-03-05,2:46:03
black,nest,2016-03-05,2:45:40
black,nest,2016-03-05,2:46:07
black,nest,2016-03-05,2:45:41
black,nest,2016-03-05,2:46:08
black,nest,2016-03-05,2:45:43
black,nest,2016-03-05,2:46:09
black,nest,2016-03-05,2:45:43
black,nest,2016-03-05,2:46:12
black,nest,2016-03-05,2:45:45
black,nest,2016-03-05,2:46:14
black,nest,2016-03-05,2:45:46
black,nest,2016-03-05,2:46:18
black,nest,2016-03-05,2:45:47
black,nest,2016-03-05,2:46:19
black,nest,2016-03-05,2:45:50
black,nest,2016-03-05,2:46:19
black,nest,2016-03-05,2:45:52
black,nest,2016-03-05,2:46:20
black,nest,2016-03-05,2:45:57
black,nest,2016-03-05,2:46:22
black,nest,2016-03-05,2:46:02
black,nest,2016-03-05,2:46:03
black,nest,2016-03-05,2:46:23
black,nest,2016-03-05,2:46:07
black,nest,2016-03-05,2:46:08
black,nest,2016-03-05,2:46:47
black,nest,2016-03-05,2:46:09
black,nest,2016-03-05,3:35:54
black,nest,2016-03-05,3:44:31
black,nest,2016-03-05,2:46:12
black,nest,2016-03-05,3:55:38
black,nest,2016-03-05,2:46:14
black,nest,2016-03-05,4:01:37
black,nest,2016-03-05,2:46:18
black,nest,2016-03-05,4:35:36
black,nest,2016-03-05,2:46:19
black,nest,2016-03-05,4:38:26
black,nest,2016-03-05,2:46:19
black,nest,2016-03-05,4:38:27
black,nest,2016-03-05,2:46:20
black,nest,2016-03-05,5:00:58
black,nest,2016-03-05,2:46:22
black,nest,2016-03-05,2:46:23
black,nest,2016-03-05,5:26:05
black,nest,2016-03-05,2:46:47
black,nest,2016-03-05,5:54:54
black,nest,2016-03-05,3:35:54
black,nest,2016-03-05,6:14:07
black,nest,2016-03-05,3:44:31
black,nest,2016-03-05,6:40:15
black,nest,2016-03-05,3:55:38
black,nest,2016-03-05,4:01:37
black,nest,2016-03-05,4:35:36
black,nest,2016-03-05,6:56:43
black,nest,2016-03-05,4:38:26
black,nest,2016-03-05,6:56:44
black,nest,2016-03-05,4:38:27
black,nest,2016-03-05,7:08:59
black,nest,2016-03-05,5:00:58
black,nest,2016-03-05,7:26:56
black,nest,2016-03-05,5:26:05
black,nest,2016-03-05,7:37:57
black,nest,2016-03-05,5:54:54
black,nest,2016-03-05,7:38:43
black,nest,2016-03-05,6:14:07
black,nest,2016-03-05,7:38:47
black,nest,2016-03-05,6:40:15
black,nest,2016-03-05,6:56:43
black,nest,2016-03-05,8:02:51
black,nest,2016-03-05,9:22:16
black,nest,2016-03-05,6:56:44
black,nest,2016-03-05,7:08:59
black,nest,2016-03-05,7:26:56
black,nest,2016-03-05,9:55:49
black,nest,2016-03-05,7:37:57
black,nest,2016-03-05,7:38:43
black,nest,2016-03-05,10:17:18
black,nest,2016-03-05,7:38:47
black,nest,2016-03-05,11:09:50
black,nest,2016-03-05,7:46:16
black,nest,2016-03-05,12:09:06
black,nest,2016-03-05,8:02:51
black,nest,2016-03-05,12:18:13
black,nest,2016-03-05,9:22:16
black,nest,2016-03-05,13:00:53
black,nest,2016-03-05,9:40:27
