ID,Location,Date,Time
green,NEST,2016-03-15,7:15:31
green,NEST,2016-03-15,7:16:34
green,NEST,2016-03-15,7:16:35
green,NEST,2016-03-15,7:16:36
green,NEST,2016-03-15,7:16:51
green,NEST,2016-03-15,7:16:57
green,NEST,2016-03-15,7:17:01
green,NEST,2016-03-15,7:17:02
green,NEST,2016-03-15,7:17:06
green,NEST,2016-03-15,7:37:40
green,NEST,2016-03-15,8:54:32
green,NEST,2016-03-15,9:34:16
green,NEST,2016-03-15,10:02:31
green,NEST,2016-03-15,10:47:36
green,NEST,2016-03-15,10:53:10
green,NEST,2016-03-15,10:58:49
green,NEST,2016-03-15,11:02:55
green,NEST,2016-03-15,11:27:05
green,NEST,2016-03-15,12:40:05
green,NEST,2016-03-15,12:53:59
green,NEST,2016-03-15,13:10:42
green,NEST,2016-03-15,13:33:05
green,NEST,2016-03-15,13:41:31
green,NEST,2016-03-15,13:55:30
green,NEST,2016-03-15,13:58:19
green,NEST,2016-03-15,14:59:17
green,NEST,2016-03-15,15:11:12
green,NEST,2016-03-15,15:11:15
green,NEST,2016-03-15,15:11:16
green,NEST,2016-03-15,15:11:17
green,NEST,2016-03-15,15:11:19
green,NEST,2016-03-15,15:11:29
green,NEST,2016-03-15,15:11:30
green,NEST,2016-03-15,15:11:32
green,NEST,2016-03-15,15:11:32
green,NEST,2016-03-15,15:11:34
green,NEST,2016-03-15,15:11:34
green,NEST,2016-03-15,15:11:37
green,NEST,2016-03-15,15:11:40
green,NEST,2016-03-15,15:11:40
green,NEST,2016-03-15,15:11:42
green,NEST,2016-03-15,15:11:43
green,NEST,2016-03-15,15:11:45
green,NEST,2016-03-15,15:11:46
green,NEST,2016-03-15,15:11:58
green,NEST,2016-03-15,15:12:02
green,NEST,2016-03-15,15:12:05
green,NEST,2016-03-15,15:12:07
green,NEST,2016-03-15,15:12:10
green,NEST,2016-03-15,15:12:11
green,NEST,2016-03-15,15:12:14
green,NEST,2016-03-15,15:12:16
green,NEST,2016-03-15,15:12:19
green,NEST,2016-03-15,15:12:19
green,NEST,2016-03-15,15:12:20
green,NEST,2016-03-15,15:12:21
green,NEST,2016-03-15,15:12:22
green,NEST,2016-03-15,15:12:22
green,NEST,2016-03-15,15:12:49
green,NEST,2016-03-15,15:12:49
green,NEST,2016-03-15,15:12:50
green,NEST,2016-03-15,15:12:54
green,NEST,2016-03-15,15:12:57
green,NEST,2016-03-15,15:13:03
green,NEST,2016-03-15,15:13:03
green,NEST,2016-03-15,15:13:05
green,NEST,2016-03-15,15:13:06
green,NEST,2016-03-15,15:13:07
green,NEST,2016-03-15,15:13:16
green,NEST,2016-03-15,15:13:20
green,NEST,2016-03-15,15:13:21
green,NEST,2016-03-15,15:13:24
green,NEST,2016-03-15,15:13:26
green,NEST,2016-03-15,15:13:27
green,NEST,2016-03-15,15:13:28
green,NEST,2016-03-15,15:13:28
green,NEST,2016-03-15,15:13:32
green,NEST,2016-03-15,15:13:36
green,NEST,2016-03-15,15:13:42
green,NEST,2016-03-15,15:13:43
green,NEST,2016-03-15,15:13:46
green,NEST,2016-03-15,15:13:47
green,NEST,2016-03-15,15:18:44
green,NEST,2016-03-15,15:21:18
green,NEST,2016-03-15,15:43:27
green,NEST,2016-03-15,16:05:27
green,NEST,2016-03-15,16:08:11
green,NEST,2016-03-15,17:03:11
green,NEST,2016-03-15,17:08:39
green,NEST,2016-03-15,17:14:12
green,NEST,2016-03-15,17:22:29
green,NEST,2016-03-15,17:25:15
green,NEST,2016-03-15,17:33:30
green,NEST,2016-03-15,17:39:00
green,NEST,2016-03-15,17:49:55
green,NEST,2016-03-15,18:25:40
green,NEST,2016-03-15,18:31:38
green,NEST,2016-03-15,18:33:51
green,NEST,2016-03-15,18:46:22
green,NEST,2016-03-15,18:51:14
green,NEST,2016-03-15,18:53:07
green,NEST,2016-03-15,18:57:11
green,NEST,2016-03-15,18:59:19
green,NEST,2016-03-15,18:59:27
green,NEST,2016-03-15,19:09:46
green,NEST,2016-03-15,19:12:08
green,NEST,2016-03-15,19:12:15
green,NEST,2016-03-15,19:12:23
green,NEST,2016-03-15,19:15:20
green,NEST,2016-03-15,19:20:51
green,NEST,2016-03-15,19:22:49
green,NEST,2016-03-15,19:26:29
green,NEST,2016-03-15,19:28:08
green,NEST,2016-03-15,19:28:23
green,NEST,2016-03-15,19:28:36
green,NEST,2016-03-15,19:32:01
green,NEST,2016-03-15,19:32:50
green,NEST,2016-03-15,19:34:46
green,NEST,2016-03-15,19:46:06
green,NEST,2016-03-15,19:46:07
green,NEST,2016-03-15,19:46:09
green,NEST,2016-03-15,19:55:17
green,NEST,2016-03-15,19:55:17
green,NEST,2016-03-15,19:59:39
green,NEST,2016-03-15,20:00:17
green,NEST,2016-03-15,20:02:18
green,NEST,2016-03-15,20:02:20
green,NEST,2016-03-15,20:02:23
green,NEST,2016-03-15,20:05:10
green,NEST,2016-03-15,20:10:40
green,NEST,2016-03-15,20:11:41
green,NEST,2016-03-15,20:11:42
green,NEST,2016-03-15,20:20:09
green,NEST,2016-03-15,20:21:44
green,NEST,2016-03-15,20:23:40
green,NEST,2016-03-15,20:23:59
green,NEST,2016-03-15,20:24:58
green,NEST,2016-03-15,20:30:06
green,NEST,2016-03-15,20:37:21
green,NEST,2016-03-15,20:43:55
green,NEST,2016-03-15,21:04:12
green,NEST,2016-03-15,21:06:28
green,NEST,2016-03-15,21:06:31
green,NEST,2016-03-15,21:06:35
green,NEST,2016-03-15,21:06:37
green,NEST,2016-03-15,21:06:47
green,NEST,2016-03-15,21:06:54
green,NEST,2016-03-15,21:06:56
green,NEST,2016-03-15,21:06:59
green,NEST,2016-03-15,21:06:59
green,NEST,2016-03-15,21:07:02
green,NEST,2016-03-15,21:07:03
green,NEST,2016-03-15,21:07:04
green,NEST,2016-03-15,21:07:04
green,NEST,2016-03-15,21:07:06
green,NEST,2016-03-15,21:07:14
green,NEST,2016-03-15,21:07:24
green,NEST,2016-03-15,21:07:32
green,NEST,2016-03-15,21:07:39
green,NEST,2016-03-15,21:07:39
green,NEST,2016-03-15,21:07:42
green,NEST,2016-03-15,21:07:43
green,NEST,2016-03-15,21:07:44
green,NEST,2016-03-15,21:07:48
green,NEST,2016-03-15,21:07:49
green,NEST,2016-03-15,21:07:55
green,NEST,2016-03-15,21:08:00
green,NEST,2016-03-15,21:08:01
green,NEST,2016-03-15,21:15:28
green,NEST,2016-03-15,21:33:48
green,NEST,2016-03-15,21:53:14
green,NEST,2016-03-15,22:09:43
green,NEST,2016-03-15,22:26:41
green,NEST,2016-03-15,22:43:21
green,NEST,2016-03-15,22:49:39
green,NEST,2016-03-15,22:49:39
green,NEST,2016-03-15,22:52:21
green,NEST,2016-03-15,22:52:35
green,NEST,2016-03-15,22:52:43
green,NEST,2016-03-15,22:52:45
green,NEST,2016-03-15,22:52:50
green,NEST,2016-03-15,22:52:53
green,NEST,2016-03-15,22:52:55
green,NEST,2016-03-15,22:52:59
green,NEST,2016-03-15,22:53:00
green,NEST,2016-03-15,22:53:08
green,NEST,2016-03-15,22:56:58
green,NEST,2016-03-15,22:59:37
